key;index                                                                                                                                                                                              
0PMME9P06SI250816;31501                                                                                                                                                                                
0PMMY2F96PW857041;37520                                                                                                                                                                                
0PMPA1A08TH340686;15984                                                                                                                                                                                
0PMXP2P56NG487341;45252                                                                                                                                                                                
0PMYV7Q54PD020198;46408                                                                                                                                                                                
0PNDZ9W64XS809655;743                                                                                                                                                                                  
0PNGA9R28SQ853371;19685                                                                                                                                                                                
0PNJM9B74CD155788;45269                                                                                                                                                                                
0PNPC7Z20IV898363;43136                                                                                                                                                                                
0PNSI7P08GM435877;26869                                                                                                                                                                                
0PNVE0J10UT768238;8106                                                                                                                                                                                 
0PNZG4U40PY063065;7753                                                                                                                                                                                 
0POFC3W33MT657527;12124                                                                                                                                                                                
0POJP1D57EU015255;37774                                                                                                                                                                                
0POMK3U02UX276861;2321                                                                                                                                                                                 
0PONE2K78HT780336;40640                                                                                                                                                                                
0POPC3Y10BS714115;12890                                                                                                                                                                                
0POTH0R80UU980294;7435                                                                                                                                                                                 
0POTO2T26XT460171;537                                                                                                                                                                                  
0POTX1Q10VM862733;40848                                                                                                                                                                                
0POUI8V40NF972792;21673                                                                                                                                                                                
0POUT0Q25AE690597;33478                                                                                                                                                                                
0PPDS1Q11JQ788591;18120                                                                                                                                                                                
0PPFI7A61TF082599;41820                                                                                                                                                                                
0PPJN5Y11JN201266;46162                                                                                                                                                                                
0PPRW6X24XP335779;40725                                                                                                                                                                                
0PPVN5Q52SO845309;47073                                                                                                                                                                                
0PQCD1W73PS694491;32070                                                                                                                                                                                
0PQCF8O03KZ395334;42930                                                                                                                                                                                
0PQCF8P24SG322877;19631                                                                                                                                                                                
0PQIP9U23XZ777384;15363                                                                                                                                                                                
0PQMU7K74YX280279;12967                                                                                                                                                                                
0PQOW8B58WY491899;4266                                                                                                                                                                                 
0PQQL5P16EH494040;24715                                                                                                                                                                                
0PQXG0N32FM158229;16506                                                                                                                                                                                
0PQYM0P33PY256055;19798                                                                                                                                                                                
0PRBY9O39EJ360956;47768                                                                                                                                                                                
0PRCR2U50ZO461206;12351                                                                                                                                                                                
0PRJA6Y24FV039420;44602                                                                                                                                                                                
0PRMD5C51PA117069;13038                                                                                                                                                                                
0PRSD1I10RI674810;8421                                                                                                                                                                                 
0PRTV0G22VH634307;22502                                                                                                                                                                                
0PRUD2S24KZ778165;4986                                                                                                                                                                                 
0PSAO2Z59IA655026;13438                                                                                                                                                                                
0PSCO5I05KM230647;43158                                                                                                                                                                                
0PSNH6L94WO256058;49144                                                                                                                                                                                
0PSNO5Z69ID423937;12521                                                                                                                                                                                
0PSPD3O09AF979874;21388                                                                                                                                                                                
0PSSK6Y13MX666725;43238                                                                                                                                                                                
0PSUE9V10CE229222;21146                                                                                                                                                                                
0PSVN9G10VX255124;33988                                                                                                                                                                                
0PSYH5G99RN432767;48366                                                                                                                                                                                
0PTCG7A32MV286774;15468                                                                                                                                                                                
0PTGX4Y61WU322784;29677                                                                                                                                                                                
0PTLP3B66FT120659;9232                                                                                                                                                                                 
0PTWQ0I20QI074287;34122                                                                                                                                                                                
0PTYB1X05GD842560;37490                                                                                                                                                                                
0PUHI6J78IP227677;21027                                                                                                                                                                                
0PULM4G38RH784444;636                                                                                                                                                                                  
0PUQN4O46XB679795;7533                                                                                                                                                                                 
0PURY3E11SY924629;49248                                                                                                                                                                                
0PUSD3U81SB118527;11689                                                                                                                                                                                
0PUWN9P91RD205754;15521                                                                                                                                                                                
0PUXB5H23FJ070282;9583                                                                                                                                                                                 
0PUYD0O88IM245459;26229                                                                                                                                                                                
0PVAN4W09AH076905;35857                                                                                                                                                                                
0PVHL8O38RS621118;13579                                                                                                                                                                                
0PVHN6O19JI287242;21902                                                                                                                                                                                
0PVYA5E38DS549613;4060                                                                                                                                                                                 
0PWDG2K17OO734714;42357                                                                                                                                                                                
0PWEY1M54UY465447;27117                                                                                                                                                                                
0PWIQ3N27AK931884;5900                                                                                                                                                                                 
0PWMD8H31LQ384681;7648                                                                                                                                                                                 
0PWQV7D13OR289340;4892                                                                                                                                                                                 
0PXAY3O20BK038220;41712                                                                                                                                                                                
0PXED8H91WE768118;2832                                                                                                                                                                                 
0PXFD4C93XE926361;6752                                                                                                                                                                                 
0PXFH1E33DH319058;8699                                                                                                                                                                                 
0PXJH5I80AQ347256;5688                                                                                                                                                                                 
0PXJK7T18NQ760437;43784                                                                                                                                                                                
0PXPJ3U45FC382603;1422                                                                                                                                                                                 
0PXSP6T82OH723428;33433                                                                                                                                                                                
0PXXG5R73JH524793;16740                                                                                                                                                                                
0PXXK9N79XO168350;37191                                                                                                                                                                                
0PXXT9A09KB770009;13881                                                                                                                                                                                
0PXYZ6E60SO466004;9660                                                                                                                                                                                 
0PXZH8X36JF871724;33859                                                                                                                                                                                
0PYCA4B27QF087376;39820                                                                                                                                                                                
0PYCJ8U87FS421198;26191                                                                                                                                                                                
0PYCT1A20HR570529;45570                                                                                                                                                                                
0PYEK6G42XH204721;8008                                                                                                                                                                                 
0PYGV1B96KZ994326;14608                                                                                                                                                                                
0PYIZ2F86KL423931;25353                                                                                                                                                                                
0PYJB7V81ND765702;26141                                                                                                                                                                                
0PYMU0W04NO493759;21997                                                                                                                                                                                
0PYRT4T94UP956740;11525                                                                                                                                                                                
0PYXG9Z63FK248252;4640                                                                                                                                                                                 
0PZBW4J61FS723656;33390                                                                                                                                                                                
0PZBX6H73PK326935;433                                                                                                                                                                                  
0PZLL8S76TA942920;48652                                                                                                                                                                                
0PZPO6N69IG676189;5691                                                                                                                                                                                 
0PZTU8F20LT099489;15720                                                                                                                                                                                
0PZUA5T84OL462780;34691                                                                                                                                                                                
0PZXH5U57KW096123;11469                                                                                                                                                                                
0QACR0L53TG144777;27718                                                                                                                                                                                
0QAIV4E09SR059049;13682                                                                                                                                                                                
0QAJW0J15PI929633;29964                                                                                                                                                                                
0QAPX2R40KH864626;18865                                                                                                                                                                                
0QAQN3D11VY598672;11698                                                                                                                                                                                
0QATH1O89GB234261;5091                                                                                                                                                                                 
0QAUA8O40GN297424;39654                                                                                                                                                                                
0QAVL9M68HM358448;30553                                                                                                                                                                                
0QBAW7W50AL886227;7025                                                                                                                                                                                 
0QBCE6M07MS071314;2303                                                                                                                                                                                 
0QBCZ2L95NU843142;3477                                                                                                                                                                                 
0QBEW4U12YY281502;21219                                                                                                                                                                                
0QBJE7X12VW216177;8311                                                                                                                                                                                 
0QBKO8K49QA992158;41019                                                                                                                                                                                
0QBMO8Q92LX910896;9094                                                                                                                                                                                 
0QBNU3W98WD169739;20286                                                                                                                                                                                
0QBPU7M99YV830296;9117                                                                                                                                                                                 
0QBYA7Y61ON593178;5523                                                                                                                                                                                 
0QCAM4X56YB297894;1161                                                                                                                                                                                 
0QCDK3G57CV213264;10739                                                                                                                                                                                
0QCEZ7Z75KY051127;6343                                                                                                                                                                                 
0QCHO4A85YJ283039;31591                                                                                                                                                                                
0QCLC7K04IU219346;14730                                                                                                                                                                                
0QCYQ6C16RJ239323;6601                                                                                                                                                                                 
0QDCF3N11BY795705;11719                                                                                                                                                                                
0QDFB5I20YG392054;26417                                                                                                                                                                                
0QDFD7T11DP225076;13954                                                                                                                                                                                
0QDHY3E28XI616104;4734                                                                                                                                                                                 
0QDMO3A62OP824121;4788                                                                                                                                                                                 
0QDMP9L41FI888559;37228                                                                                                                                                                                
0QDMS2E29EA077892;46011                                                                                                                                                                                
0QDOR1P44UF340346;6026                                                                                                                                                                                 
0QDQT1K72BF702693;31895                                                                                                                                                                                
0QDSI1Z59VM375816;3097                                                                                                                                                                                 
0QDYG8U70BN779177;25040                                                                                                                                                                                
0QDYT3Y07ZU003405;35499                                                                                                                                                                                
0QEKG5T71QL605383;27708                                                                                                                                                                                
0QELS0H85JT455601;17841                                                                                                                                                                                
0QEPI6U40BC815277;10563                                                                                                                                                                                
0QEQH6T55RQ325248;1222                                                                                                                                                                                 
0QEQW8Z97JS874564;35585                                                                                                                                                                                
0QERG2I64SK997285;15673                                                                                                                                                                                
0QESC8M09OD803345;9406                                                                                                                                                                                 
0QEZH3Y55BI542695;46763                                                                                                                                                                                
0QFCH5A90FP651222;35588                                                                                                                                                                                
0QFCQ8E27BO658181;24641                                                                                                                                                                                
0QFGL4J41LH712863;12462                                                                                                                                                                                
0QFHF5H02PM359064;22726                                                                                                                                                                                
0QFII8I48DP993827;7834                                                                                                                                                                                 
0QFJQ6F74WI485029;26827                                                                                                                                                                                
0QFMU3T80JX262985;49939                                                                                                                                                                                
0QGJT8T73BF261533;38566                                                                                                                                                                                
0QGKZ0K74SM896854;45839                                                                                                                                                                                
0QGLG7S90MJ178102;7371                                                                                                                                                                                 
0QGNC3H01HG639185;8265                                                                                                                                                                                 
0QGRO2P93MS074547;8715                                                                                                                                                                                 
0QGWJ5P24CL216332;38161                                                                                                                                                                                
0QHAG8C84MA365192;39355                                                                                                                                                                                
0QHBQ1T92EN188719;28092                                                                                                                                                                                
0QHNI5U73UB091582;14599                                                                                                                                                                                
0QHOC9Q39WF382538;31822                                                                                                                                                                                
0QIEL5N09ZY803127;40560                                                                                                                                                                                
0QIMA7G96NY037955;37907                                                                                                                                                                                
0QINC8G71BU709286;23198                                                                                                                                                                                
0QISK7U97UV476776;26137                                                                                                                                                                                
0QJAN9R41KC046013;4103                                                                                                                                                                                 
0QJBJ6W15ZY955905;14569                                                                                                                                                                                
0QJGX6H34TB468149;1787                                                                                                                                                                                 
0QJIK9M73QQ038736;5781                                                                                                                                                                                 
0QJIM2U20RA411396;45296                                                                                                                                                                                
0QJLD7L70JD961216;38388                                                                                                                                                                                
0QJUM9Q56AY431526;29139                                                                                                                                                                                
0QKAU2R20AO468767;34485                                                                                                                                                                                
0QKLI2W41ZG720500;20925                                                                                                                                                                                
0QKPR6S54WH582021;29765                                                                                                                                                                                
0QKQZ7T01GG963413;17968                                                                                                                                                                                
0QKTU6X92OM948852;16233                                                                                                                                                                                
0QKWJ1P44CM788798;44926                                                                                                                                                                                
0QKYW4X55WM115288;19692                                                                                                                                                                                
0QKZY5Q81XA785841;34342                                                                                                                                                                                
0QLCG8R74NP492644;27530                                                                                                                                                                                
0QLDZ4C88OJ719058;34241                                                                                                                                                                                
0QLNG9S17ZV081624;11025                                                                                                                                                                                
0QLNP8P10NI148178;8963                                                                                                                                                                                 
0QLUQ7P13IG302631;33589                                                                                                                                                                                
0QLXB1U86HM879302;739                                                                                                                                                                                  
0QLZO9D86JL553140;25395                                                                                                                                                                                
0QMBU4P80TY231483;34216                                                                                                                                                                                
0QMCA5I75HO173838;31875                                                                                                                                                                                
0QMMU9J61MP853133;38259                                                                                                                                                                                
0QMOO5D27SK405782;35138                                                                                                                                                                                
0QMQR2C71EX073243;306                                                                                                                                                                                  
0QMXH0Q98GU707399;43166                                                                                                                                                                                
0QMXY7O98ST938925;29085                                                                                                                                                                                
0QNAT4G70UH082860;15431                                                                                                                                                                                
0QNGD1J80GL976615;818                                                                                                                                                                                  
0QNGX5X87CZ205687;49605                                                                                                                                                                                
0QNKW0S23NL694610;34006                                                                                                                                                                                
0QNMA5G92SN823596;13277                                                                                                                                                                                
0QNNU0Q25ME540467;40620                                                                                                                                                                                
0QNOI5S36YL471703;35321                                                                                                                                                                                
0QNOW2N00RW702359;23438                                                                                                                                                                                
0QNPZ2H71NJ194155;48971                                                                                                                                                                                
0QNYJ2H48KE735654;20432                                                                                                                                                                                
0QODS0H20JT838009;9744                                                                                                                                                                                 
0QOIL0A68TD652006;44804                                                                                                                                                                                
0QOUJ7R73DH404954;2386                                                                                                                                                                                 
0QOUL2P97UF196095;33065                                                                                                                                                                                
0QOVG3U55UN290719;46534                                                                                                                                                                                
0QOVH0S76HF777264;4984                                                                                                                                                                                 
0QOWV5R03OJ649651;49697                                                                                                                                                                                
0QPBD4I33JG188481;17274                                                                                                                                                                                
0QPCN6J34PC509156;5351                                                                                                                                                                                 
0QPGP5B49HL625729;6382                                                                                                                                                                                 
0QPIJ0B37QK887438;27757                                                                                                                                                                                
0QPNT2Y92DR479838;36217                                                                                                                                                                                
0QPOS0U64DA397996;36841                                                                                                                                                                                
0QPRD2Y83AQ402212;43555                                                                                                                                                                                
0QPTK2A23LG246202;26569                                                                                                                                                                                
0QPTO2J82EV436355;10487                                                                                                                                                                                
0QPUB9V88IH573968;40110                                                                                                                                                                                
