key;index                                                                                                                                                                                              
0IKUW1H28FI180973;2655                                                                                                                                                                                 
0ILEB2Y27TO599138;5472                                                                                                                                                                                 
0ILNH8O73EF131484;6382                                                                                                                                                                                 
0IMDK2U21NN616814;29                                                                                                                                                                                   
0IMLE9J52JX896695;2115                                                                                                                                                                                 
0IMUY1Q52PA222263;947                                                                                                                                                                                  
0IMVU6P82LX605723;4796                                                                                                                                                                                 
0IOYC7V49KL215604;1796                                                                                                                                                                                 
0ISYH9L41ZR083562;6938                                                                                                                                                                                 
0ITJM1W56SD684739;12305                                                                                                                                                                                
0IUOP1Q94EV251224;10574                                                                                                                                                                                
0IVDB7U81TD640444;829                                                                                                                                                                                  
0IVRZ9O72TK516149;9919                                                                                                                                                                                 
0IWNB0D45AS461153;7825                                                                                                                                                                                 
0IWQS4Q10ZV878812;3503                                                                                                                                                                                 
0IWZV8L95CV714913;5195                                                                                                                                                                                 
0IYHZ6D47RS005278;8518                                                                                                                                                                                 
0IZFT7B56FW316317;12079                                                                                                                                                                                
0IZNW0Y36JL463658;7460                                                                                                                                                                                 
0JCNS0C27XW809912;11844                                                                                                                                                                                
0JCQI3F83YR017953;1076                                                                                                                                                                                 
0JCQI8D68VH937674;3846                                                                                                                                                                                 
0JDUF4G32PB301209;9844                                                                                                                                                                                 
0JEPG9Z62QX734824;6800                                                                                                                                                                                 
0JFAJ2T51XJ896230;2931                                                                                                                                                                                 
0JFMT8C74LQ108231;9190                                                                                                                                                                                 
0JGFM0M20DQ837747;598                                                                                                                                                                                  
0JGQS1D41KA112670;10286                                                                                                                                                                                
0JHCB4J37WA689592;10012                                                                                                                                                                                
0JHDS7D14AZ758908;11480                                                                                                                                                                                
0JHIC8L28VA910833;787                                                                                                                                                                                  
0JHXC6N09TO539720;12232                                                                                                                                                                                
0JIDB1Q32XK196513;9430                                                                                                                                                                                 
0JIIV8W67YR082593;9943                                                                                                                                                                                 
0JIXE7X29XJ232323;1821                                                                                                                                                                                 
0JKSH1B66QH190217;7653                                                                                                                                                                                 
0JKUS8I18DT830888;1584                                                                                                                                                                                 
0JLBT0D80DK758910;11204                                                                                                                                                                                
0JLFL3R68VZ894846;2507                                                                                                                                                                                 
0JLRN1Y90LT553263;11250                                                                                                                                                                                
0JMFW5A32TN975367;12327                                                                                                                                                                                
0JMMQ3Z28LQ215631;5546                                                                                                                                                                                 
0JMOA3W25HG847995;3077                                                                                                                                                                                 
0JMTQ6Y03VK182898;9416                                                                                                                                                                                 
0JNGT6L64YF356219;3415                                                                                                                                                                                 
0JOUU8M17ZY519313;8182                                                                                                                                                                                 
0JQOO4R75DG397380;2411                                                                                                                                                                                 
0JQXT7N33QJ748698;57                                                                                                                                                                                   
0JRTO0L71PW850630;6146                                                                                                                                                                                 
0JRUD8S73HN608335;4993                                                                                                                                                                                 
0JSHG6J70OK873529;8856                                                                                                                                                                                 
0JSYX0A62OA993830;11902                                                                                                                                                                                
0JTTP8P04CD109644;1157                                                                                                                                                                                 
0JUMX1B71FU768617;4353                                                                                                                                                                                 
0JUZJ3Q08AU609865;7192                                                                                                                                                                                 
0JVIR4T72QO137602;25                                                                                                                                                                                   
0JVJU4U05IF132088;9639                                                                                                                                                                                 
0JVSZ8U02OD841780;710                                                                                                                                                                                  
0JWPP6N07DW865722;5131                                                                                                                                                                                 
0JWTD1W50LD094321;7917                                                                                                                                                                                 
0JXBA0F27TK733049;6704                                                                                                                                                                                 
0JXPM9H46MG226344;8157                                                                                                                                                                                 
0JXTQ6Z14XU819668;9755                                                                                                                                                                                 
0JYIC9Y68JY070184;7954                                                                                                                                                                                 
0JYSH2Z22AA842973;6429                                                                                                                                                                                 
0JYWU7L55AB285761;5725                                                                                                                                                                                 
0JYXF6J68OP706617;9064                                                                                                                                                                                 
0JZDT3X02FQ976674;6735                                                                                                                                                                                 
0KAAQ0K45RO542276;5400                                                                                                                                                                                 
0KALF2L27FA453501;10626                                                                                                                                                                                
0KCCC2L00MX623294;6559                                                                                                                                                                                 
0KCWT5F92ZE428414;10306                                                                                                                                                                                
0KCYC1F70EU281343;4805                                                                                                                                                                                 
0KCYO3I83HG020067;4695                                                                                                                                                                                 
0KEPU1W64IB563610;6141                                                                                                                                                                                 
0KFVZ1C54RU981449;2318                                                                                                                                                                                 
0KFXR8T71IO640677;9548                                                                                                                                                                                 
0KFXS2L74PL253002;3903                                                                                                                                                                                 
0KGAT7D17TL932013;11240                                                                                                                                                                                
0KGFH8R66RY605556;3850                                                                                                                                                                                 
0KHIE4V61VE894142;10417                                                                                                                                                                                
0KJCT4H59VR056184;12180                                                                                                                                                                                
0KKQS2H56RF599674;10764                                                                                                                                                                                
0KMOB1Q39EI188530;12332                                                                                                                                                                                
0KMVL3J71GH668181;4337                                                                                                                                                                                 
0KMZP7W42ZF245824;3010                                                                                                                                                                                 
0KNAD1Q12ZL049864;3668                                                                                                                                                                                 
0KNKT7Y46WL080321;8587                                                                                                                                                                                 
0KNMF1X86ME329090;5334                                                                                                                                                                                 
0KPHQ0E58ZK846811;634                                                                                                                                                                                  
0KPLD3V22FT423137;8788                                                                                                                                                                                 
0KQHQ2U49EK790661;10566                                                                                                                                                                                
0KQPY4X24AG053040;9253                                                                                                                                                                                 
0KRTE7Z19BC572982;7824                                                                                                                                                                                 
0KSRN5S03DO095505;4996                                                                                                                                                                                 
0KSUI4U59GS600514;9804                                                                                                                                                                                 
0KSYO5D59BQ726323;5576                                                                                                                                                                                 
0KTOO6N40LG710907;3491                                                                                                                                                                                 
0KUVC6U67TT891150;11716                                                                                                                                                                                
0KUZP3D34NE677152;8302                                                                                                                                                                                 
0KVJJ6C19AY713940;11230                                                                                                                                                                                
0KVQM1X08TI831059;6199                                                                                                                                                                                 
0KVUR9E04TT453129;12258                                                                                                                                                                                
0KVYZ7U04HZ921830;10830                                                                                                                                                                                
0KWBN5J20PQ367266;9952                                                                                                                                                                                 
0KWKZ4D04MY538850;3374                                                                                                                                                                                 
0KXIC2Q92TI178073;282                                                                                                                                                                                  
0KXSZ5A05RA820733;10556                                                                                                                                                                                
0KYFC9H24DQ755047;9626                                                                                                                                                                                 
0KYTB0K07DK523933;2600                                                                                                                                                                                 
0KZNW1P16KD267455;7486                                                                                                                                                                                 
0KZPP9R24OS660377;4103                                                                                                                                                                                 
0KZRZ8K90PA163317;12441                                                                                                                                                                                
0LAKI2A70FI122464;5377                                                                                                                                                                                 
0LBUH2B12PV387702;9276                                                                                                                                                                                 
0LBVZ0Y21DG068908;1343                                                                                                                                                                                 
0LBWQ9O57EU135974;7540                                                                                                                                                                                 
0LCPR1H58FM479284;3996                                                                                                                                                                                 
0LDWS8O17DK939503;12131                                                                                                                                                                                
0LEDZ2H46JE779142;8672                                                                                                                                                                                 
0LFCT6N89TB227202;12322                                                                                                                                                                                
0LFHJ0F60YF879614;10720                                                                                                                                                                                
0LFZE3M69RC520838;7310                                                                                                                                                                                 
0LGDY9V87DS792672;1916                                                                                                                                                                                 
0LGSA2Q73IM354117;8717                                                                                                                                                                                 
0LHUK9G56TP587040;3367                                                                                                                                                                                 
0LITA0C05KI699017;9048                                                                                                                                                                                 
0LJRO5Z69JH804063;1932                                                                                                                                                                                 
0LKMP0E02JR083193;3015                                                                                                                                                                                 
0LKQX2P84CX543373;11542                                                                                                                                                                                
0LLYS8B49MP121157;4243                                                                                                                                                                                 
0LMFQ6Z99TG138898;11426                                                                                                                                                                                
0LMUR5Y61ZZ946961;6055                                                                                                                                                                                 
0LNJQ8F71HN112518;12038                                                                                                                                                                                
0LPFU9L95NU766610;6343                                                                                                                                                                                 
0LPGZ4S62DC062879;12277                                                                                                                                                                                
0LPYL5Z83ID628406;90                                                                                                                                                                                   
0LQLR7W30KE307087;11509                                                                                                                                                                                
0LQNO7A70XM122367;2345                                                                                                                                                                                 
0LRPE4E56OV474289;10892                                                                                                                                                                                
0LSGK1H93AY981767;8806                                                                                                                                                                                 
0LSKY1G00KT262437;6966                                                                                                                                                                                 
0LSUK8H68WE948256;4150                                                                                                                                                                                 
0LSUY8M88EB408826;3382                                                                                                                                                                                 
0LTBU2X82US825245;1655                                                                                                                                                                                 
0LTDJ6K75QB201368;5631                                                                                                                                                                                 
0LTMR2K91BK272766;3103                                                                                                                                                                                 
0LUGE6X63YX929755;1682                                                                                                                                                                                 
0LUVP9A33BE466904;3829                                                                                                                                                                                 
0LWXS0I94HK705190;10437                                                                                                                                                                                
0LXGO1V98YM501194;4831                                                                                                                                                                                 
0LXRA9R34JJ160591;6521                                                                                                                                                                                 
0LZLS6Q55KS216282;8035                                                                                                                                                                                 
0LZRT7Y15UM240206;9888                                                                                                                                                                                 
0LZVE0E97UE466908;1868                                                                                                                                                                                 
0MAPN6E79KR028118;8773                                                                                                                                                                                 
0MARJ9S27LH694623;9164                                                                                                                                                                                 
0MBSD0B87NG959375;7702                                                                                                                                                                                 
0MCEP6M56IL295013;9256                                                                                                                                                                                 
0MCGJ6F84HE040112;7241                                                                                                                                                                                 
0MDCV1Q49QS933561;3606                                                                                                                                                                                 
0MDVG2Q51WV443448;4479                                                                                                                                                                                 
0MEXH9A70ZY347070;563                                                                                                                                                                                  
0MEYI2K49CC746296;4498                                                                                                                                                                                 
0MFJY1O65GB729138;1734                                                                                                                                                                                 
0MGEP7Q87LB352434;2826                                                                                                                                                                                 
0MGFD3C91YY291649;7405                                                                                                                                                                                 
0MGPH4B33DQ577890;7971                                                                                                                                                                                 
0MGRN1O39UC681326;8252                                                                                                                                                                                 
0MGWO4W39VO689112;11995                                                                                                                                                                                
0MHGY5S94LR476399;5025                                                                                                                                                                                 
0MHXY7H01DP246389;8695                                                                                                                                                                                 
0MIHV5P41DF273807;5488                                                                                                                                                                                 
0MIPK7U70EZ894786;5561                                                                                                                                                                                 
0MIZV6E30OX459527;1217                                                                                                                                                                                 
0MJKB0S59WI575303;3230                                                                                                                                                                                 
0MJKF0V37XG201439;654                                                                                                                                                                                  
0MJKF8Y16GU846780;7996                                                                                                                                                                                 
0MJOR7E45AV585923;11848                                                                                                                                                                                
0MJSO2Z94KB325962;6962                                                                                                                                                                                 
0MKAR9U85PM744156;12265                                                                                                                                                                                
0MKDD2Y16ZN987824;10676                                                                                                                                                                                
0MKRN9Y91VT490397;8982                                                                                                                                                                                 
0MKZC3L79NS433308;12437                                                                                                                                                                                
0MLNE4C63EI673325;2680                                                                                                                                                                                 
0MLOO7H23KH373516;12122                                                                                                                                                                                
0MLYV3M47IE679178;12406                                                                                                                                                                                
0MMYR3O02BR140552;10085                                                                                                                                                                                
0MNVW1R51OY244980;5072                                                                                                                                                                                 
0MOYW0B32UD441809;4816                                                                                                                                                                                 
0MPFP0J54RO702671;1003                                                                                                                                                                                 
0MQDG2X94OS237389;4432                                                                                                                                                                                 
0MQWG3J15TU198721;8619                                                                                                                                                                                 
0MSLK8K66HT076395;6705                                                                                                                                                                                 
0MTWO5P36SW499771;4293                                                                                                                                                                                 
0MTZA4F09TJ563109;2914                                                                                                                                                                                 
0MUDE6O17QK710157;6582                                                                                                                                                                                 
0MVWF6H98NW725987;4982                                                                                                                                                                                 
0MWGV7V52XV302782;11762                                                                                                                                                                                
0MWIG7Z43SU998438;6040                                                                                                                                                                                 
0MWPU0I31JC306973;4655                                                                                                                                                                                 
0MWQZ7G86VG835093;8434                                                                                                                                                                                 
0MYLU4J61PE138344;5351                                                                                                                                                                                 
0MYUF9A48KW504052;6657                                                                                                                                                                                 
0MZFV8V46UG874633;11600                                                                                                                                                                                
0MZLJ2E17BS400372;8509                                                                                                                                                                                 
0NACX0Y02GK231514;1229                                                                                                                                                                                 
0NAOV4I10SB480513;8878                                                                                                                                                                                 
0NASD7S33IY545448;11255                                                                                                                                                                                
0NBCA8B65NR291763;11012                                                                                                                                                                                
0NBKM2E50MH753328;11303                                                                                                                                                                                
0NBXS2R03CY609141;8895                                                                                                                                                                                 
0NDSB7L10WI663453;12197                                                                                                                                                                                
0NDYY4B67DO239427;10792                                                                                                                                                                                
0NFCK1R39QN601666;6832                                                                                                                                                                                 
0NFDL0F45LY918201;7067                                                                                                                                                                                 
0NGGH1Q86LN704001;4793                                                                                                                                                                                 
0NIFS7J58MS588646;11761                                                                                                                                                                                
0NITE8Q37CS446750;3645                                                                                                                                                                                 
0NJJF9T63MX931161;8163                                                                                                                                                                                 
0NJUR3X28LN611378;6709                                                                                                                                                                                 
0NLQI5K05DS904961;6023                                                                                                                                                                                 
0NMAD9T80UZ725427;10376                                                                                                                                                                                
0NMEK7T39RT145104;4992                                                                                                                                                                                 
0NNEX9S53LO632480;7271                                                                                                                                                                                 
